asin,title,original_price,discounted_price,rating,weight,brand,categories
B000VM2O5Q,"Softsoap Liquid Hand Soap, Aloe - 7.5 fluid ounce",2.19,1.24,4.70,0.5500000000,Softsoap,Beauty&PersonalCare>SkinCare
B000VPPUEA,"Bio-Oil Skincare Body Oil, Vitamin E, Serum for Scars & Stretchmarks, Face & Body Moisturizer, 2 oz, All Skin Types",13.59,9.95,4.60,0.1250000000,Bio-Oil,Beauty&PersonalCare>SkinCare
B000VYFD52,"Weleda Stretch Mark Pregnancy Massage Oil, 3.4 Fluid Ounce, Plant Rich Oil with Vitamin E, Sweet Almond, Jojoba and Arnica Oils",25.00,16.12,4.60,0.5750000000,Weleda,Beauty&PersonalCare>SkinCare
B000W0UZHG,Lisle 39400 Angled Disconnect Tool Set,21.85,14.94,4.60,0.1100000000,Lisle,Automotive>Tools&Equipment
B000W4OC80,"Farberware Large Cutting Board, Dishwasher- Safe Plastic Chopping Board for Kitchen with Easy Grip Handle, 11-inch by 14-inch, White",7.07,5.99,4.60,1.1000000000,Farberware,Home&Kitchen>Kitchen&Dining
B000XW0AZA,Performance Tool W5215 Performance Tool SAE/MET Grease Fitting Assortment - 70 Piece,16.95,8.91,4.50,0.7000000000,‎Performance Tool,Automotive>Tools&Equipment
B000XY9LT4,"Eucerin Intensive Repair Body Lotion, Lotion for Very Dry Skin, 16.9 Fl Oz Pump Bottle",12.99,10.12,4.70,1.1000000000,Eucerin,Beauty&PersonalCare>SkinCare
B000YDDF6O,"Baby Einstein Take Along Tunes Musical Toy, Ages 3 months +",10.49,8.88,4.80,0.2300000000,Generic,Toys&Games>Baby&ToddlerToys
B000ZEA6WS,"Freeman Renewing Cucumber Peel-Off Gel Facial Mask, Face Mask Refreshes Skin, Aloe Soothes & Moisturizes, Get Rejuvenated Skin, For Normal & Combination Skin, 6 fl. oz./175 mL Tube, 1 Count",4.29,3.90,4.40,0.4406250000,Freeman,Beauty&PersonalCare>SkinCare
B001003FM4,"Rubbermaid Roughneck Square Bucket, 15-Quart, Blue, Sturdy Pail Bucket Organizer Household Cleaning Supplies Projects Mopping Storage Comfortable Durable Grip Pour Handle",22.99,12.97,4.70,0.5000000000,Rubbermaid,Health&Household>HouseholdSupplies
B0010ED5FC,"Palmer's Cocoa Butter Formula Massage Lotion for Stretch Marks, Pregnancy Skin Care, Belly Cream with Collagen, Elastin, Argan Oil and Shea Butter, 8.5 Ounces",9.99,6.32,4.60,0.6393750000,Palmer's,Beauty&PersonalCare>SkinCare
B00125KXGI,"Bostitch Office Personal Electric Pencil Sharpener, Powerful Stall-Free Motor, High Capacity Shavings Tray, 7yr Warranty, Blue",24.19,14.88,4.50,0.8687500000,Bostitch Office,"Arts,Crafts&Sewing>Painting,Drawing&ArtSupplies"
B00126IUZI,"Melitta 4 Cone Coffee Filters, Unbleached Natural Brown, 100 Total Filters Count - Packaging May Vary",5.78,3.79,4.80,0.2200000000,Melitta,Home&Kitchen>Kitchen&Dining
B0012RST58,Aromatics Elixir By Clinique For Women. Body Smoother 6.7-Ounces,49.00,20.69,4.70,0.4000000000,Clinique,Beauty&PersonalCare>SkinCare
B0012S61AM,GEARWRENCH 2 Pc. 30° & 80° Push Pin Plier Set - 41840D,28.39,24.13,4.80,0.5000000000,GEARWRENCH,Automotive>Tools&Equipment
B0012SCXHW,GEARWRENCH 8 Pc. Sensor and Sending Socket Set - 41720,42.47,32.29,4.80,2.5800000000,GEARWRENCH,Automotive>Tools&Equipment
B0012YQ0X4,"Method Foaming Hand Soap, Sweet Water, Biodegradable Formula, 10 oz, (Pack of 1)",4.59,3.98,4.60,0.7718750000,Method,Beauty&PersonalCare>SkinCare
B001309TT4,"DEWALT Socket Adapter, Hex Shank, Impact Ready, 1/4-Inch to 3/8-Inch (DW2542IR)",6.06,3.49,4.70,0.0500000000,DEWALT,Automotive>Tools&Equipment
B0013FCBJO,Lamaze John Deere Corn Massaging Baby Teether - John Deere Baby Teething Toy - Newborn Toys for Baby Teething Relief,16.99,14.03,4.70,0.2200000000,John Deere,Toys&Games>Baby&ToddlerToys
B0013G6M8O,"Jason Moisturizing Creme, Vitamin E 25,000, Age Renewal, 4 Oz (Packaging may vary)",13.99,7.99,4.50,0.2500000000,JASON,Beauty&PersonalCare>SkinCare
B0013OJUY4,"Aveeno Skin Relief Fragrance-Free Moisturizing Lotion for Sensitive Skin, with Natural Shea Butter & Triple Oat Complex, Unscented Therapeutic Body Lotion for Itchy, Extra-Dry Skin, 18 fl. oz",14.69,11.12,4.70,0.9500000000,Aveeno,Beauty&PersonalCare>SkinCare
B0014D0T9E,"Reynolds Wrap Aluminum Foil, 200 Square Feet",14.49,11.54,4.80,1.8500000000,Reynolds,Health&Household>HouseholdSupplies
B0014D5NVS,Glad Press'n Seal Plastic Food Wrap - 70 Square Foot Roll,7.84,4.49,4.70,0.2500000000,Glad,Health&Household>HouseholdSupplies
B0014D5NWW,"Glad ForceFlex Tall Kitchen Drawstring Trash Bags, 13 Gallon, 45 Count (Package May Vary)",10.49,8.99,4.60,1.8000000000,Glad,Health&Household>HouseholdSupplies
B0014E89WM,"Vanity Fair Everyday Paper Napkins, 100 2-Ply Disposable Napkins",3.59,2.20,4.80,0.7500000000,Vanity Fair,Home&Kitchen>Kitchen&Dining
B0014EAPHO,"Bounce Dryer Sheets Laundry Fabric Softener, Outdoor Fresh Scent, 120 Count",10.76,5.45,4.80,0.6500000000,Bounce,Health&Household>HouseholdSupplies
B0014ZVSVK,"GEARWRENCH 3/8"" Drive 6 Pt. 5/8"" x 6"" Magnetic Swivel Spark Plug Socket - 80546",24.99,13.88,4.80,0.4312500000,GearWrench,Automotive>Tools&Equipment
B0015C4YFO,"Bemis 1500EC 000 Toilet Seat with Easy Clean & Change Hinges, Elongated, Durable Enameled Wood, White",24.68,19.33,4.50,7.0000000000,Bemis,Home&Kitchen>Bath
B00164H4AI,"Duracell Coppertop D Batteries, 8 Count Pack, D Battery with Long-lasting Power, All-Purpose Alkaline D Battery for Household and Office Devices",17.29,10.99,4.80,2.7000000000,DURACELL,Health&Household>HouseholdSupplies
B0017DQGQ6,"Eminence Organic Skincare Stone Crop Hydrating Mist, 4.2 Ounce",42.00,22.50,4.70,0.3100000000,Eminence Organic,Beauty&PersonalCare>SkinCare
B0017H3PIO,"Cape Cod Polish Co Metal Polishing Cloths Foil Pouch 0.53oz, Stainless Steel",15.99,6.30,4.50,0.0440042152,Cape Cod,Automotive>CarCare
B0017Z04U8,Hobart 770073 Welding Storage Can F/Electrodes,16.99,10.99,4.70,0.8000000000,Generic,Automotive>Tools&Equipment
B0018NBUU2,"Apple Barrel Acrylic Paint in Assorted Colors (16 Ounce), 21148 Black",7.29,4.47,4.80,1.1500000000,Apple Barrel,"Arts,Crafts&Sewing>Painting,Drawing&ArtSupplies"
B0018NBVKQ,"Apple Barrel Acrylic Paint in Assorted Colors (8 Ounce), 20403 White",4.49,2.67,4.80,0.5000000000,Apple Barrel,"Arts,Crafts&Sewing>Painting,Drawing&ArtSupplies"
B001ABZGU2,"Bright Starts Lots of Links Rings Toys for Stroller or Carrier Seat, BPA-Free, Ages 0 Months Plus, Multicolor, 24 Count",5.99,4.79,4.70,0.1325000000,Bright Starts,BabyProducts>CarSeats&Accessories
B001ANVDMA,"15 Posca Paint Markers, 3M Fine Posca Markers of Acrylic Paint Penswith Reversible Tips | Posca Pens for Art Supplies, Fabric Paint, Fabric Markers, Paint Pen, Art Markers",60.00,33.38,4.70,0.5187500000,Uni Posca,"Arts,Crafts&Sewing>Painting,Drawing&ArtSupplies"
B001B0F3J6,"Pacon Drawing Paper, White, Standard Weight, 9"" x 12"", 500 Sheets",21.09,14.89,4.40,5.8000000000,PACON,"Arts,Crafts&Sewing>Painting,Drawing&ArtSupplies"
B001B0V5GG,"Folex Carpet Spot Remover, 32 oz",23.64,6.65,4.50,2.1500000000,FOLEX,Health&Household>HouseholdSupplies
B001B0ZZFS,"Neutrogena Fragrance-Free Body Oil Light Sesame Formula, Dry Skin Moisturizer & Hydrating Body Massage Oil, for Radiant & Healthy Glow, Nourishing After Shower & Bath Oil, 8.5 fl. oz",15.84,11.77,4.70,0.5500000000,Neutrogena,Beauty&PersonalCare>SkinCare
B001CRIGZQ,"SAKURA Pigma Micron Fineliner Pens - Archival Black and Colored Ink Pens - Pens for Writing, Drawing, or Journaling - Black and Assorted Colored Ink - 01 Point Size - 6 Pack",20.06,11.99,4.70,0.0200000000,SAKURA,"Arts,Crafts&Sewing>Painting,Drawing&ArtSupplies"
B001CUQ1C8,"ZeroWater Official Replacement Filter - 5-Stage Filter Replacement 0 TDS for Improved Tap Water Taste - System IAPMO Certified to Reduce Lead, Chromium, and PFOA/PFOS, 2-Pack",34.99,29.74,4.60,1.3000000000,ZeroWater,Home&Kitchen>Kitchen&Dining
B001DKUTR0,"NOCO NCP2 MC303 Oil-Based Battery Terminal Protectors, Anti-Corrosion Washers, and Battery Corrosion Pads (Pack of 2)",2.99,0.97,4.70,0.0396250000,‎NOCO,Automotive>CarCare
B001DMMTJ4,"Jack Richeson Grey Matters Paper Palette, 12 by 16-Inch, 50 Sheets - JACK-100281",23.00,14.99,4.80,1.0000000000,Jack Richeson,"Arts,Crafts&Sewing>Painting,Drawing&ArtSupplies"
B001ECQ4L2,Vaseline Petroleum Jelly Original 3 Count Provides Dry Skin Relief And Protects Minor Cuts Dermatologist Recommended And Locks In Moisture 13oz,16.47,14.82,4.80,2.4400000000,Vaseline,Beauty&PersonalCare>SkinCare
B001F0D11Y,"Juice Beauty Blemish Clearing Cleanser, 6.75 Fl Oz",29.00,24.40,4.50,0.4200000000,Juice Beauty,Beauty&PersonalCare>SkinCare
B001F0H77I,"Pond's Nourishing Moisturizing Cream, Crema S 14.1 oz",9.49,7.87,4.70,0.8800000000,Pond's,Beauty&PersonalCare>SkinCare
B001FPCUHA,"Flents Foam Ear Plugs, 10 Pair with Case for Sleeping, Snoring, Loud Noise, Traveling, Concerts, Construction, & Studying, NRR 33, Purple, Made in the USA,10 Count (Pack of 1)",6.99,3.28,4.50,0.0631250000,Flents,Health&Household>HealthCare
B001GJ3E5C,"Mothers Stiff Bristle Carpet and Upholstery Cleaning Scrub Brush for Automotive, Home, Couch, Stain Remover",9.99,8.99,4.50,0.3600000000,‎Mothers,Automotive>CarCare
B001GJ3EJS,Mothers Car Detailing Brush for Stain and Hair Removal on Vinyl and Leather Seats - 2 Pack,7.89,6.99,4.40,0.2500000000,‎Mothers,Automotive>CarCare
B001GN6QQW,CURT 52010 Trailer Breakaway Switch,12.69,10.71,4.80,0.0006250000,‎CURT,Automotive>Tools&Equipment
B001GVIMR0,"Graco Pack 'n Play Sheet, Brown",11.99,7.99,4.20,0.2000000000,‎Graco,BabyProducts>Activity&Entertainment
B001JT1EEM,"3M Super-Fast Repair Adhesive, 04747, Tranlucent Color,Two-Component, Semi-Rigid, Urethane Adhesive, 47.3 mL/1.6 fl oz Cartridge",36.02,26.90,4.30,0.2000000000,3M,Automotive>CarCare
B001K26ZPG,"Wilton Perfect Results Premium Non-Stick Cupcake Pan, 12-Cup Muffin Tin, Steel Baking Supplies",13.29,8.99,4.80,0.7010691600,Wilton,Home&Kitchen>Kitchen&Dining
B001KYU1H2,"Palmer's Cocoa Butter Formula Skin Therapy Moisturizing Body Oil with Vitamin E, 5.1 Ounces",14.99,10.97,4.70,0.3187500000,Palmer's,Beauty&PersonalCare>SkinCare
B001KYVO78,"Ezy Dose Pill Cutter and Splitter with Dispenser, Cuts Pills, Vitamins, Tablets, Stainless Steel Blade, Travel Sized, Colors May Vary",4.99,2.49,4.30,0.0500000000,EZY DOSE,Health&Household>HealthCare
B001MXA2BQ,FastCap Pliers Macro Flush Cut Trimmers - Perfect for Carpentry and Woodworking - 80487,21.85,18.10,4.50,0.1350000000,FastCap,Automotive>Tools&Equipment
B001NZFCRW,"nextzett 92100815 Kristall Klar Washer Fluid 1:200 Concentrate - 8.5 fl. oz., Green",15.00,13.13,4.70,0.6000000000,‎nextzett,Automotive>CarCare
B001OK1YUA,"EZY DOSE Push Button (7-Day) Pill Case, Medicine Planner, Vitamin Organizer, 2 Times a Day AM/PM, Large Compartments, Arthritis Friendly, Clear Lids, Purple/Blue",6.99,5.49,4.60,0.2500000000,EZY DOSE,Health&Household>HealthCare
B001PBOKRM,"Jergens Original Scent Dry Skin Lotion, Body and Hand Moisturizer for Long Lasting Skin Hydration, with HYDRALUCENCE blend and Cherry Almond Essence, 32 Ounce",12.24,9.99,4.80,2.3000000000,Jergens,Beauty&PersonalCare>SkinCare
B001PCRFYG,"Stens 1 1/4 Gallon Fuel Can 765-100 For No-Spill 1415, 765-100",31.10,22.99,4.70,0.7500000000,No-Spill,Automotive>Tools&Equipment
B001PZD1C8,"Stretch Magic Bead & Jewelry Cord - Strong & Stretchy, Easy to Knot - Clear Color - 0.5mm diameter - 10-meter (32.8 ft) spool - Elastic String for making beaded jewelry",6.99,4.27,4.60,0.0440000000,Stretch Magic,"Arts,Crafts&Sewing>Beading&JewelryMaking"
B001S7ZT5A,Rain-X 5080217 X-treme Clean Glass Cleaner - 12 fl oz.,7.99,6.24,4.30,0.0066875000,‎Rain-X,Automotive>CarCare
B001T7JWN4,"Flitz TA 04885 Green Tumbler Media Additive, 7.6 oz. Bottle",18.95,16.74,4.70,0.4750000000,‎Flitz,Automotive>CarCare
B001T8UFPM,"Yardley Bar Soap, English Lavender, 4.25 Ounce (Pack of 2)",5.99,2.10,4.60,0.5312500000,Yardley,Beauty&PersonalCare>SkinCare
B001TJ34JK,Chemical Guys Smart Wax SPI_210_16 Fabric Guard Interior Protector Shield (16 oz),18.99,15.35,4.50,0.0020625000,‎Chemical Guys,Automotive>CarCare
B001TK4LM8,"NYX PROFESSIONAL MAKEUP Jumbo Eye Pencil, Blendable Eyeshadow Stick & Eyeliner Pencil - Milk",6.00,5.47,4.40,0.0112500000,NYX PROFESSIONAL MAKEUP,Beauty&PersonalCare>Makeup
B001TLFJVY,"Beadalon Elasticity Stretch Cord, 0.8 mm / .032 in, Clear, 5 m / 16.4 ft",5.43,3.99,4.60,0.0200000000,Beadalon,"Arts,Crafts&Sewing>Beading&JewelryMaking"
B001U005B8,"FoodSaver Vacuum Sealer Bags for Airtight Food Storage and Sous Vide, 1 Quart Precut Bags (44 Count)",24.99,21.99,4.80,0.4300000000,FOODSAVER,Home&Kitchen>Kitchen&Dining
B001UNTGRE,"Liquitex Professional Gesso Surface Prep Medium, 237ml (8.0 oz), Clear",19.69,16.85,4.70,0.0456250000,Liquitex,"Arts,Crafts&Sewing>Painting,Drawing&ArtSupplies"
B001UTK76C,"Jergens Natural Glow +FIRMING Self Tanner, Sunless Tanning Lotion for Fair to Medium Skin Tone, Anti Cellulite Firming Body Lotion for Natural-Looking Tan, 7.5 Ounce",12.24,8.42,4.40,0.4687500000,Jergens,Beauty&PersonalCare>SkinCare
B001WX4E74,"Chemical Guys WAC_114 P40 Detailer Quick Detailer and UV Protectant (1 Gal), 128 Fl Oz (Pack of 1)",49.99,38.86,4.70,8.6800000000,‎Chemical Guys,Automotive>CarCare
B0020T17J2,"Slime 20088 Valve Tool, 4-Way, Plus Valve Cores for All Types of Tire",5.43,2.77,4.70,0.0400000000,‎Slime,Automotive>Tools&Equipment
B0024KMQ6K,"Strathmore 400 Series Pastel Pad, Assorted Colors, 9""x12"" Glue Bound, 24 Sheets",10.55,7.94,4.70,0.6375000000,Strathmore,"Arts,Crafts&Sewing>Painting,Drawing&ArtSupplies"
B00265M9SS,Mityvac MV8000 Professional Single Person Manual Brake and Clutch Bleeding Tune-up Kit,89.49,52.99,4.30,1.5000000000,‎Mityvac,Automotive>Tools&Equipment
B002665SYY,"Liquitex BASICS Acrylic Paint, 250ml Tube, Titanium White, 8.45 Fl Oz (Pack of 1)",14.89,10.99,4.70,0.3375000000,Liquitex,"Arts,Crafts&Sewing>Painting,Drawing&ArtSupplies"
B00266ZQ00,"Powerbuilt 11 Piece Fuel and Transmission Line Disconnect Set Kit, Color- Coded Fuel Line, Oil Cooler Line, GM Power Steering Disconnect, Replacement Rubberbands - 648650",49.99,34.05,4.40,1.4500000000,Powerbuilt,Automotive>Tools&Equipment
B00272N8L2,"Melissa & Doug Primary Lacing Beads - Educational Toy With 30 Wooden Beads and 2 Laces - Beads For Toddlers, Fine Motor Skills Lacing Toys For Toddlers And Kids Ages 3+, 8inx8inx2in, Multi",17.99,10.49,4.80,1.3000000000,Generic,Toys&Games>Baby&ToddlerToys
B00279LYL6,"Reynolds Wrap Heavy Duty Aluminum Foil, 50 Square Feet (Packaging May Vary)",7.29,3.99,4.80,0.0625000000,Reynolds,Health&Household>HouseholdSupplies
B0027A39PY,"Strathmore 400 Series Sketch Pad, 9x12 inch, 100 Sheets - Artist Sketchbook for Drawing, Illustration, Art Class Students",18.75,15.09,4.80,1.6900000000,Strathmore,"Arts,Crafts&Sewing>Painting,Drawing&ArtSupplies"
B0027A75A4,"Strathmore 200 Series Sketch Pad, 9x12 inch, 100 Sheets, Tape Bound - Artist Sketchbook for Drawing, Illustration, Art Class Students",8.65,6.99,4.70,1.3000000000,Strathmore,"Arts,Crafts&Sewing>Painting,Drawing&ArtSupplies"
B0027ACEI2,"Silicoil Brush Cleaning Tank, Winsor & Newton",15.53,14.64,4.80,0.7687500000,Silicoil,"Arts,Crafts&Sewing>Painting,Drawing&ArtSupplies"
B0028QGTWM,"Powerbuilt Power Steering and Alternator Pulley Remove and Install Tool Set, Replace Vehicle Steering Pump, Car Repair Tools, Storage Case - 648605",59.99,35.99,4.60,2.3000000000,Generic,Automotive>Tools&Equipment
B002AELMUG,Lisle 13410 Disc Brake Caliper Brush,11.20,9.99,4.70,0.0300048782,‎Lisle,Automotive>CarCare
B002CVTT4S,"BLACK+DECKER 2-Slice Toaster, T2569B, Extra Wide Slots, 6 Shade Settings, 850 Watts, Crub Tray, Cancel Button",29.99,24.99,4.50,3.0000000000,BLACK+DECKER,Home&Kitchen>Kitchen&Dining
B002FB2DEI,"Moen Donnor Collection Chrome 6.25-Inch Diameter Wall Mount Contemporary Bathroom Hand-Towel Ring, P5860, 1 Count (Pack of 1)",5.40,3.29,4.40,0.1000000000,Moen,Home&Kitchen>Bath
B002G248L2,"AutoSpa 40409AS Foam 5-6"" Polishing Bonnet",9.49,7.77,4.50,0.0006250000,‎AutoSpa,Automotive>CarCare
B002GU5YCG,Breathe Right Nasal Strips Extra Strength Tan Nasal Strips Help Stop Snoring Drug-Free Snoring Solution & Instant Nasal Congestion Relief Caused by Colds & Allergies 26ct (packaging may vary),13.99,10.76,4.20,0.0500000000,Generic,Health&Household>HealthCare
B002GU5YCQ,"Breathe Right Original Nose Strips to Reduce Snoring and Relieve Nose Congestion, Tan, 30 Count (Packaging May Vary)",17.43,9.99,4.40,0.0625000000,Breathe Right,Health&Household>HealthCare
B002I52RG0,"Tooluxe 50002L -35 Piece Tire Repair Universal Heavy Duty Tire Repair Kit with Plugs, Fix A Flat Tire Repair Kit, Ideal for Tires on Cars, Trucks, Motorcycles, ATV Roadside Emergency, Tire Plug Kit",19.99,18.97,4.70,2.3000000000,Generic,Automotive>Tools&Equipment
B002J824AA,"Chemical Guys SPI_191_16 Lightning Fast Carpet and Upholstery Stain Extractor, (Fabric, Upholstery, & Carpet), Safe for Cars, Home, Office, Furniture & More, 16 fl oz, Fresh Scent",11.99,9.97,4.50,0.0011250000,‎Chemical Guys,Automotive>CarCare
B002LK0GAQ,Kiehls - Ultra Facial Moisturizer - 4.2 fl. oz.,30.00,27.66,4.50,0.3106250000,Kiehl's,Beauty&PersonalCare>SkinCare
B002NQ2K16,"Canson XL Series Mixed Media Pad, Side Wire, 9x12 inches, 60 Sheets – Heavyweight Art Paper for Watercolor, Gouache, Marker, Painting, Drawing, Sketching",16.29,11.84,4.80,1.5000000000,Canson,"Arts,Crafts&Sewing>Painting,Drawing&ArtSupplies"
B002OIBRE4,"Shurhold 3151 6.5"" Compounding Pad (Set of 2) - yanzhen4",32.80,23.25,4.40,0.2400000000,‎Shurhold,Automotive>CarCare
B002OTHOPE,Johnson & Johnson First Aid To Go Kit (Set of 12 Piece ),2.43,1.99,4.50,0.1000000000,Band Aid,Health&Household>HealthCare
B002TPRNFE,"The Original California Car Duster Detailing Kit with Plastic Handle, Model Number: 62445 , Red",39.99,28.54,4.70,1.0000000000,California Car Duster,Automotive>CarCare
B002TSA93Y,Dove Beauty Bar Skin Cleanser for Gentle Soft Skin Care Shea Butter More Moisturizing Than Bar Soap 3.75 oz 8 Bars,23.99,10.97,4.80,0.2500000000,Dove,Beauty&PersonalCare>SkinCare
B002UD0GFE,NOVUS 7020 | Plastic Clean & Shine #1 | 8 Ounce Bottle,9.99,8.75,4.40,0.5937500000,‎NOVUS,Automotive>CarCare
B002VWZU7S,Lamaze Captain Calamari Clip On Car Seat and Stroller Toy - Soft Baby Hanging Toys - Baby Crinkle Toys with High Contrast Colors - Baby Travel Toys Ages 0 Months and Up,18.49,11.99,4.90,0.0003125000,LAMAZE,Toys&Games>Baby&ToddlerToys
B002X6DTHK,"Vallejo Airbrush Thinner 200ml Paint, 6.76 Fl Oz (Pack of 1)",19.00,13.26,4.80,0.4937500000,Vallejo,"Arts,Crafts&Sewing>Painting,Drawing&ArtSupplies"
B002XLHUQG,X-Chock Wheel Stabilizer - Pair - One Handle - 28012,100.60,75.87,4.80,10.0000000000,BAL,Automotive>Tools&Equipment
B002XTGEOM,"Bissell 2X Pet Stain & Odor Full Size Machine Formula, 60 Ounces, 99K5A, 60-Ounce, No Color, Fl Oz",25.99,18.19,4.70,3.7500000000,Bissell,Health&Household>HouseholdSupplies
B002YKMBLA,"SUNEX TOOLS 224XD, 1/2 Inch Drive, 3/4 Inch Extra Long Deep, Impact Socket, Cr-Mo Alloy Steel, Radius Corner Design, Dual Size Markings",20.46,16.67,4.80,0.0300000000,Sunex Tools,Automotive>Tools&Equipment
B002ZGZCO6,"Beadalon 7-Strand 0.012"" (0.30 mm) 30 ft (9.1 m) White Bead Stringing Wire",5.49,3.99,4.80,0.0400000000,Beadalon,"Arts,Crafts&Sewing>Beading&JewelryMaking"
B002ZIMEMW,"NEEWER 43 Inch/110 Centimeter Light Reflector Diffuser 5 in 1 Collapsible Multi Disc with Bag - Translucent, Silver, Gold, White, and Black for Studio Photography Lighting Outdoor",40.95,30.99,4.80,1.5000000000,Neewer,Electronics>Camera&Photo
B00314WHW6,"SlipX Solutions Bottomless Bath | Overflow Drain Cover for Tub | Best Gifts for Mom, Spa & Bath Accessories | Drain Block, Water Stopper Plug | Bath Essentials for Women | 4"" Diameter, Clear",14.99,9.99,4.40,0.1100000000,SlipX Solutions,Home&Kitchen>Bath
B0032U7WT2,The Beadsmith Concave (Hollow)/Round Nose Piers – Wire Looping and Wire Bending Plier – 5 inches (127mm) – Steel Head & Double Leaf Springs – European Design & Quality – Tool for Jewelry Making,14.99,11.99,4.70,0.1762500000,The Beadsmith,"Arts,Crafts&Sewing>Beading&JewelryMaking"
B00340Z8FK,"The Beadsmith Big Wrapper Pliers – Multi-Step Wrapping Tool –13, 16 & 20mm barrels - 7 Inches Long, 1.25” Stainless Steel Jaws, Cushioned Grips – Use to Shape Rings and Make Consistent Sized Loops …",21.57,15.99,4.70,0.4900000000,The Beadsmith,"Arts,Crafts&Sewing>Beading&JewelryMaking"
B0034F9K36,"Jergens Ultra Healing Dry Skin Moisturizer, Body and Hand Lotion for Dry Skin, for Quick Absorption into Extra Dry Skin, with HYDRALUCENCE blend, Vitamins C, E, and B5, 32 Ounce",12.24,10.47,4.80,0.2400000000,Jergens,Beauty&PersonalCare>SkinCare
B0035I77IM,"SAKURA Pigma Micron Fineliner Pens - Archival Black, Colored Ink Pens for Writing, Drawing, Journaling - 05 Point Size - 8 Pack",26.75,13.99,4.80,0.1500000000,SAKURA,"Arts,Crafts&Sewing>Painting,Drawing&ArtSupplies"
B0035LCFNQ,"Duracell Coppertop AA Batteries with Power Boost Ingredients, 24 Count Pack Double A Battery with Long-lasting Power, Alkaline AA Battery for Household and Office Devices",21.98,17.63,4.80,0.8125000000,DURACELL,Health&Household>HouseholdSupplies
B00365DABC,"CeraVe PM Facial Moisturizing Lotion | Night Cream with Hyaluronic Acid and Niacinamide | Ultra-Lightweight, Oil-Free Moisturizer for Face | 3 Ounce",19.99,14.99,4.70,0.1875000000,CeraVe,Beauty&PersonalCare>SkinCare
